"No.","Time","Source","Destination","Protocol","Length","Info","TCP header length","DSCP","DSCP Value","QoS","TOS","tcp_delta_time","tcp_rel_time"
"46463","108.851879","host223.190-225-39.telecom.net.ar","172.31.187.1","TCP","60","16856  >  35515 [ACK] Seq=260957 Ack=398051 Win=65535 Len=0","20","Class Selector 2","CS2","","","0.004173000","51.438394000"
"46465","108.854479","159.red-212-170-166.staticip.rima-tde.net","172.31.187.1","TCP","503","29890  >  35515 [PSH, ACK] Seq=159559 Ack=640124 Win=33120 Len=437 TSval=980370322 TSecr=284486[Packet size limited during capture]","32","Class Selector 2","CS2","","","0.013879000","106.061224000"
"46466","108.858480","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=5120087 Ack=6436 Win=65535 Len=1448 TSval=790407758 TSecr=284478[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.067602000","108.850459000"
"46468","108.859279","200-112-71-33.baf.movistar.cl","172.31.187.1","TCP","1414","17739  >  35515 [ACK] Seq=251624 Ack=523 Win=17158 Len=1360","20","Class Selector 2","CS2","","","0.911960000","97.140300000"
"46469","108.862679","200-112-71-33.baf.movistar.cl","172.31.187.1","TCP","154","17739  >  35515 [PSH, ACK] Seq=252984 Ack=523 Win=17158 Len=100","20","Class Selector 2","CS2","","","0.003400000","97.143700000"
"46471","108.866080","74.246.217.87.dynamic.jazztel.es","172.31.187.1","TCP","1496","[TCP Previous segment not captured] 18638  >  4955 [ACK] Seq=721850 Ack=1214 Win=64538 Len=1442","20","Class Selector 2","CS2","","","0.034543000","108.713257000"
"46473","108.870079","212.174.114.237.static.ttnet.com.tr","172.31.187.1","TCP","1514","62433  >  35515 [PSH, ACK] Seq=385441 Ack=392 Win=16186 Len=1460","20","Class Selector 2","CS2","","","0.257258000","108.834461000"
"46474","108.877679","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=5121535 Ack=6436 Win=65535 Len=1448 TSval=790407758 TSecr=284478[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.019183000","108.869658000"
"46475","108.890282","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=5122983 Ack=6436 Win=65535 Len=1448 TSval=790407758 TSecr=284478[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.012603000","108.882261000"
"46477","108.905682","c-213-112-80-192.bbcust.telenor.se","172.31.187.1","TCP","1434","19898  >  4954 [PSH, ACK] Seq=437752 Ack=944259 Win=17520 Len=1380","20","Class Selector 2","CS2","","","0.068003000","101.457031000"
"46479","108.909681","84.126.98.118.dyn.user.ono.com","172.31.187.1","BitTorrent","1434","Continuation data  ","20","Assured Forwarding 21","AF21","","","0.328800000","101.461243000"
"46480","108.916881","net-93-149-4-74.cust.vodafonedsl.it","172.31.187.1","TCP","1494","38704  >  pvuniwien(1081) [ACK] Seq=24323 Ack=1415 Win=64121 Len=1440","20","Class Selector 2","CS2","","","1.835258000","71.720859000"
"46481","108.920080","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=5124431 Ack=6436 Win=65535 Len=1448 TSval=790407759 TSecr=284479[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.029779000","108.912059000"
"46482","108.929681","81.202.1.81.dyn.user.ono.com","172.31.187.1","TCP","64","19027  >  4926 [PSH, ACK] Seq=7384 Ack=474 Win=65535 Len=10","20","Assured Forwarding 21","AF21","","","0.098155000","108.687262000"
"46484","108.941880","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=5125879 Ack=6436 Win=65535 Len=1448 TSval=790407759 TSecr=284479[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.021800000","108.933859000"
"46486","108.952280","79.103.7.97.dsl.dyn.forthnet.gr","172.31.187.1","TCP","1506","mediavault-gui(3673)  >  35515 [ACK] Seq=239490 Ack=246417 Win=256964 Len=1452","20","Class Selector 2","CS2","","","0.541992000","88.092977000"
"46487","108.963283","77-251-106-152.cable.dynamic.v4.ziggo.nl","172.31.187.1","TCP","1514","[TCP Retransmission] 33468  >  eq-office-4942(4942) [ACK] Seq=138700 Ack=164174 Win=64240 Len=1460","20","Class Selector 2","CS2","","","0.480772000","102.920794000"
"46489","108.965880","79.103.7.97.dsl.dyn.forthnet.gr","172.31.187.1","TCP","1506","[TCP Previous segment not captured] mediavault-gui(3673)  >  35515 [ACK] Seq=242394 Ack=246417 Win=256964 Len=1452","20","Class Selector 2","CS2","","","0.013600000","88.106577000"
"46491","108.979081","79.103.7.97.dsl.dyn.forthnet.gr","172.31.187.1","TCP","1506","mediavault-gui(3673)  >  35515 [ACK] Seq=243846 Ack=246417 Win=256964 Len=1452","20","Class Selector 2","CS2","","","0.013187000","88.119778000"
"46493","108.981880","159.red-212-170-166.staticip.rima-tde.net","172.31.187.1","TCP","66","29890  >  35515 [ACK] Seq=159996 Ack=643004 Win=33120 Len=0 TSval=980370323 TSecr=284488","32","Class Selector 2","CS2","","","0.127401000","106.188625000"
"46496","108.984280","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=5127327 Ack=6436 Win=65535 Len=1448 TSval=790407759 TSecr=284481[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.042383000","108.976259000"
"46497","108.989081","159.red-212-170-166.staticip.rima-tde.net","172.31.187.1","TCP","66","29890  >  35515 [ACK] Seq=159996 Ack=644444 Win=32400 Len=0 TSval=980370324 TSecr=284488","32","Class Selector 2","CS2","","","0.007166000","106.195826000"
"46499","108.993280","c-213-112-80-192.bbcust.telenor.se","172.31.187.1","TCP","1434","19898  >  4954 [PSH, ACK] Seq=439132 Ack=945719 Win=17520 Len=1380","20","Class Selector 2","CS2","","","0.087577000","101.544629000"
"46502","109.004281","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=5128775 Ack=6436 Win=65535 Len=1448 TSval=790407759 TSecr=284481[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.020001000","108.996260000"
"46504","109.007682","host223.190-225-39.telecom.net.ar","172.31.187.1","TCP","60","16856  >  35515 [ACK] Seq=260957 Ack=399451 Win=65535 Len=0","20","Class Selector 2","CS2","","","0.155785000","51.594197000"
"46507","109.008281","c-213-112-80-192.bbcust.telenor.se","172.31.187.1","TCP","1514","19898  >  4954 [PSH, ACK] Seq=440512 Ack=945719 Win=17520 Len=1460","20","Class Selector 2","CS2","","","0.014968000","101.559630000"
"46508","109.012481","c-213-112-80-192.bbcust.telenor.se","172.31.187.1","TCP","1354","19898  >  4954 [PSH, ACK] Seq=441972 Ack=945719 Win=17520 Len=1300","20","Class Selector 2","CS2","","","0.004200000","101.563830000"
"46510","109.013881","159.red-212-170-166.staticip.rima-tde.net","172.31.187.1","TCP","66","29890  >  35515 [ACK] Seq=159996 Ack=645884 Win=33120 Len=0 TSval=980370324 TSecr=284488","32","Class Selector 2","CS2","","","0.024782000","106.220626000"
"46512","109.015281","201-255-168-194.mrse.com.ar","172.31.187.1","TCP","1494","autocuesmi(3103)  >  35515 [ACK] Seq=175999 Ack=1492 Win=65501 Len=1440","20","Class Selector 2","CS2","","","0.271584000","51.047891000"
"46514","109.042484","201-255-168-194.mrse.com.ar","172.31.187.1","TCP","1494","[TCP Out-Of-Order] autocuesmi(3103)  >  35515 [ACK] Seq=170239 Ack=1492 Win=65501 Len=1440","20","Class Selector 2","CS2","","","0.027187000","51.075094000"
"46520","109.077687","201-255-168-194.mrse.com.ar","172.31.187.1","TCP","1494","autocuesmi(3103)  >  35515 [ACK] Seq=177439 Ack=1492 Win=65501 Len=1440","20","Class Selector 2","CS2","","","0.035170000","51.110297000"
"46521","109.079482","c-213-112-80-192.bbcust.telenor.se","172.31.187.1","TCP","1514","19898  >  4954 [PSH, ACK] Seq=443272 Ack=945719 Win=17520 Len=1460","20","Class Selector 2","CS2","","","0.066986000","101.630831000"
"46522","109.082289","c-213-112-80-192.bbcust.telenor.se","172.31.187.1","TCP","1191","19898  >  4954 [PSH, ACK] Seq=444732 Ack=945719 Win=17520 Len=1137","20","Class Selector 2","CS2","","","0.002807000","101.633638000"
"46524","109.083483","c-213-112-80-192.bbcust.telenor.se","172.31.187.1","TCP","60","19898  >  4954 [ACK] Seq=445869 Ack=948639 Win=17520 Len=0","20","Class Selector 2","CS2","","","0.001166000","101.634832000"
"46527","109.092882","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=5130223 Ack=6436 Win=65535 Len=1448 TSval=790407760 TSecr=284482[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.088585000","109.084861000"
"46528","109.099483","79.103.7.97.dsl.dyn.forthnet.gr","172.31.187.1","TCP","1506","mediavault-gui(3673)  >  35515 [ACK] Seq=245298 Ack=246417 Win=256964 Len=1452","20","Class Selector 2","CS2","","","0.120389000","88.240180000"
"46530","109.102482","c-213-112-80-192.bbcust.telenor.se","172.31.187.1","TCP","1434","19898  >  4954 [PSH, ACK] Seq=445869 Ack=948639 Win=17520 Len=1380","20","Class Selector 2","CS2","","","0.018968000","101.653831000"
"46531","109.105483","79.103.7.97.dsl.dyn.forthnet.gr","172.31.187.1","TCP","581","mediavault-gui(3673)  >  35515 [PSH, ACK] Seq=246750 Ack=246417 Win=256964 Len=527","20","Class Selector 2","CS2","","","0.005981000","88.246180000"
"46533","109.110682","74.246.217.87.dynamic.jazztel.es","172.31.187.1","TCP","1205","18638  >  4955 [PSH, ACK] Seq=723292 Ack=1214 Win=64538 Len=1151","20","Class Selector 2","CS2","","","0.244587000","108.957859000"
"46535","109.113883","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=5131671 Ack=6436 Win=65535 Len=1448 TSval=790407760 TSecr=284482[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.021001000","109.105862000"
"46537","109.126483","c-213-112-80-192.bbcust.telenor.se","172.31.187.1","TCP","1514","19898  >  4954 [PSH, ACK] Seq=447249 Ack=948639 Win=17520 Len=1460","20","Class Selector 2","CS2","","","0.024001000","101.677832000"
"46539","109.128083","c-213-112-80-192.bbcust.telenor.se","172.31.187.1","TCP","1354","19898  >  4954 [PSH, ACK] Seq=448709 Ack=948639 Win=17520 Len=1300","20","Class Selector 2","CS2","","","0.001585000","101.679432000"
"46540","109.129883","159.red-212-170-166.staticip.rima-tde.net","172.31.187.1","TCP","66","29890  >  35515 [ACK] Seq=159996 Ack=648764 Win=33120 Len=0 TSval=980370325 TSecr=284489","32","Class Selector 2","CS2","","","0.115984000","106.336628000"
"46544","109.134683","84.126.98.118.dyn.user.ono.com","172.31.187.1","TCP","60","6881  >  4918 [ACK] Seq=72135 Ack=180967 Win=65535 Len=0","20","Assured Forwarding 21","AF21","","","0.084412000","101.686245000"
"46547","109.136885","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=5133119 Ack=6436 Win=65535 Len=1448 TSval=790407761 TSecr=284482[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.022986000","109.128864000"
"46548","109.141683","dsl-169-23-129-189-dynamic.prod-infinitum.com.mx","172.31.187.1","TCP","1506","52616  >  35515 [ACK] Seq=1844 Ack=268 Win=17252 Len=1452","20","Class Selector 2","CS2","","","17.158992000","94.083272000"
"46549","109.142483","dsl-169-23-129-189-dynamic.prod-infinitum.com.mx","172.31.187.1","TCP","62","52616  >  35515 [PSH, ACK] Seq=3296 Ack=268 Win=17252 Len=8","20","Class Selector 2","CS2","","","0.000800000","94.084072000"
"46551","109.158486","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=5134567 Ack=6436 Win=65535 Len=1448 TSval=790407761 TSecr=284482[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.021601000","109.150465000"
"46553","109.168684","c-213-112-80-192.bbcust.telenor.se","172.31.187.1","TCP","1434","19898  >  4954 [PSH, ACK] Seq=450009 Ack=948639 Win=17520 Len=1380","20","Class Selector 2","CS2","","","0.040601000","101.720033000"
"46555","109.182884","201-223-19-187.baf.movistar.cl","172.31.187.1","TCP","1414","53813  >  4890 [ACK] Seq=164542 Ack=70033 Win=17144 Len=1360","20","Class Selector 2","CS2","","","0.475557000","106.022435000"
"46558","109.202488","201-223-19-187.baf.movistar.cl","172.31.187.1","TCP","1414","53813  >  4890 [ACK] Seq=165902 Ack=70033 Win=17144 Len=1360","20","Class Selector 2","CS2","","","0.019573000","106.042039000"
"46559","109.214088","c-213-112-80-192.bbcust.telenor.se","172.31.187.1","TCP","1434","19898  >  4954 [PSH, ACK] Seq=451389 Ack=948639 Win=17520 Len=1380","20","Class Selector 2","CS2","","","0.045388000","101.765437000"
"46560","109.223485","201-223-19-187.baf.movistar.cl","172.31.187.1","TCP","1414","53813  >  4890 [ACK] Seq=167262 Ack=70033 Win=17144 Len=1360","20","Class Selector 2","CS2","","","0.020997000","106.063036000"
"46562","109.224484","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=5136015 Ack=6436 Win=65535 Len=1448 TSval=790407762 TSecr=284483[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.065977000","109.216463000"
"46563","109.225084","84.126.98.118.dyn.user.ono.com","172.31.187.1","TCP","60","6881  >  4918 [ACK] Seq=72135 Ack=183887 Win=65535 Len=0","20","Assured Forwarding 21","AF21","","","0.090330000","101.776646000"
"46566","109.241685","c-213-112-80-192.bbcust.telenor.se","172.31.187.1","TCP","1514","19898  >  4954 [PSH, ACK] Seq=452769 Ack=948639 Win=17520 Len=1460","20","Class Selector 2","CS2","","","0.027597000","101.793034000"
"46568","109.244885","c-213-112-80-192.bbcust.telenor.se","172.31.187.1","TCP","1354","19898  >  4954 [PSH, ACK] Seq=454229 Ack=948639 Win=17520 Len=1300","20","Class Selector 2","CS2","","","0.003182000","101.796234000"
"46569","109.246284","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=5137463 Ack=6436 Win=65535 Len=1448 TSval=790407762 TSecr=284483[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.021800000","109.238263000"
"46571","109.248484","201-223-19-187.baf.movistar.cl","172.31.187.1","TCP","1414","53813  >  4890 [ACK] Seq=168622 Ack=70033 Win=17144 Len=1360","20","Class Selector 2","CS2","","","0.024977000","106.088035000"
"46572","109.249485","87-196-219-109.net.novis.pt","172.31.187.1","TCP","1494","19304  >  4916 [ACK] Seq=168477 Ack=100505 Win=32000 Len=1440","20","Class Selector 2","CS2","","","1.771986000","108.832107000"
"46574","109.250886","87-196-219-109.net.novis.pt","172.31.187.1","TCP","60","19304  >  4916 [ACK] Seq=169917 Ack=103385 Win=32000 Len=0","20","Class Selector 2","CS2","","","0.001382000","108.833508000"
"46575","109.250891","87-196-219-109.net.novis.pt","172.31.187.1","TCP","60","19304  >  4916 [ACK] Seq=169917 Ack=106265 Win=32000 Len=0","20","Class Selector 2","CS2","","","0.000005000","108.833513000"
"46579","109.252684","87-196-219-109.net.novis.pt","172.31.187.1","TCP","60","19304  >  4916 [ACK] Seq=169917 Ack=109145 Win=32000 Len=0","20","Class Selector 2","CS2","","","0.001753000","108.835306000"
"46580","109.256884","c-213-112-80-192.bbcust.telenor.se","172.31.187.1","TCP","1434","19898  >  4954 [PSH, ACK] Seq=455529 Ack=948639 Win=17520 Len=1380","20","Class Selector 2","CS2","","","0.011999000","101.808233000"
"46582","109.259885","89-180-134-143.net.novis.pt","172.31.187.1","TCP","1474","mc2studios(1899)  >  35515 [ACK] Seq=357918 Ack=635 Win=32133 Len=1420","20","Class Selector 2","CS2","","","1.311973000","88.456798000"
"46583","109.263484","201-223-19-187.baf.movistar.cl","172.31.187.1","TCP","1414","53813  >  4890 [ACK] Seq=169982 Ack=70033 Win=17144 Len=1360","20","Class Selector 2","CS2","","","0.015000000","106.103035000"
"46585","109.264885","159.red-212-170-166.staticip.rima-tde.net","172.31.187.1","TCP","78","29890  >  35515 [ACK] Seq=159996 Ack=648764 Win=33120 Len=0 TSval=980370326 TSecr=284489[Packet size limited during capture]","44","Class Selector 2","CS2","","","0.134952000","106.471630000"
"46587","109.268684","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=5138911 Ack=6436 Win=65535 Len=1448 TSval=790407762 TSecr=284484[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.022384000","109.260663000"
"46589","109.272888","dsl-178-125-146-189-dynamic.prod-infinitum.com.mx","172.31.187.1","TCP","1506","[TCP Retransmission] 59314  >  35515 [ACK] Seq=73441 Ack=551 Win=33120 Len=1440 TSval=358624126 TSecr=284474","32","Assured Forwarding 21","AF21","","","0.839415000","108.688275000"
"46590","109.282085","201-223-19-187.baf.movistar.cl","172.31.187.1","TCP","1414","53813  >  4890 [ACK] Seq=171342 Ack=70033 Win=17144 Len=1360","20","Class Selector 2","CS2","","","0.018587000","106.121636000"
"46591","109.286887","SMTP.UMENET.NET","172.31.187.1","TCP","1514","10330  >  4917 [ACK] Seq=147579 Ack=670 Win=64134 Len=1460","20","Class Selector 2","CS2","","","4.563462000","101.838469000"
"46592","109.288685","SMTP.UMENET.NET","172.31.187.1","TCP","1514","10330  >  4917 [ACK] Seq=149039 Ack=670 Win=64134 Len=1460","20","Class Selector 2","CS2","","","0.001798000","101.840267000"
"46594","109.290085","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=5140359 Ack=6436 Win=65535 Len=1448 TSval=790407762 TSecr=284484[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.021401000","109.282064000"
"46596","109.292685","SMTP.UMENET.NET","172.31.187.1","TCP","1514","10330  >  4917 [ACK] Seq=150499 Ack=670 Win=64134 Len=1460","20","Class Selector 2","CS2","","","0.003981000","101.844267000"
"46597","109.295685","SMTP.UMENET.NET","172.31.187.1","TCP","1514","10330  >  4917 [ACK] Seq=151959 Ack=670 Win=64134 Len=1460","20","Class Selector 2","CS2","","","0.003000000","101.847267000"
"46599","109.297685","SMTP.UMENET.NET","172.31.187.1","TCP","1514","10330  >  4917 [ACK] Seq=153419 Ack=670 Win=64134 Len=1460","20","Class Selector 2","CS2","","","0.001984000","101.849267000"
"46600","109.301890","SMTP.UMENET.NET","172.31.187.1","TCP","1514","10330  >  4917 [ACK] Seq=154879 Ack=670 Win=64134 Len=1460","20","Class Selector 2","CS2","","","0.004205000","101.853472000"
"46602","109.303485","SMTP.UMENET.NET","172.31.187.1","TCP","1514","10330  >  4917 [ACK] Seq=156339 Ack=670 Win=64134 Len=1460","20","Class Selector 2","CS2","","","0.001571000","101.855067000"
"46603","109.306486","SMTP.UMENET.NET","172.31.187.1","TCP","1514","10330  >  4917 [ACK] Seq=157799 Ack=670 Win=64134 Len=1460","20","Class Selector 2","CS2","","","0.003001000","101.858068000"
"46605","109.310486","SMTP.UMENET.NET","172.31.187.1","TCP","1514","10330  >  4917 [ACK] Seq=159259 Ack=670 Win=64134 Len=1460","20","Class Selector 2","CS2","","","0.003987000","101.862068000"
"46606","109.311085","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=5141807 Ack=6436 Win=65535 Len=1448 TSval=790407763 TSecr=284484[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.020983000","109.303064000"
"46607","109.313485","SMTP.UMENET.NET","172.31.187.1","TCP","1514","10330  >  4917 [ACK] Seq=160719 Ack=670 Win=64134 Len=1460","20","Class Selector 2","CS2","","","0.002999000","101.865067000"
"46609","109.314885","host223.190-225-39.telecom.net.ar","172.31.187.1","TCP","1078","16856  >  35515 [PSH, ACK] Seq=260957 Ack=399451 Win=65535 Len=1024","20","Class Selector 2","CS2","","","0.307172000","51.901400000"
"46611","109.318491","87-196-219-109.net.novis.pt","172.31.187.1","TCP","1494","19304  >  4916 [ACK] Seq=169917 Ack=110585 Win=32000 Len=1440","20","Class Selector 2","CS2","","","0.065807000","108.901113000"
"46612","109.321486","212.174.114.237.static.ttnet.com.tr","172.31.187.1","TCP","1514","62433  >  35515 [PSH, ACK] Seq=386901 Ack=392 Win=16186 Len=1460","20","Class Selector 2","CS2","","","0.271255000","109.285868000"
"46613","109.323286","201-223-19-187.baf.movistar.cl","172.31.187.1","TCP","1414","53813  >  4890 [ACK] Seq=172702 Ack=70033 Win=17144 Len=1360","20","Class Selector 2","CS2","","","0.041201000","106.162837000"
"46615","109.324687","201-223-19-187.baf.movistar.cl","172.31.187.1","TCP","60","53813  >  4890 [ACK] Seq=174062 Ack=71105 Win=17680 Len=0","20","Class Selector 2","CS2","","","0.001379000","106.164238000"
"46616","109.324692","host223.190-225-39.telecom.net.ar","172.31.187.1","TCP","60","16856  >  35515 [ACK] Seq=261981 Ack=400851 Win=65535 Len=0","20","Class Selector 2","CS2","","","0.009788000","51.911207000"
"46620","109.327486","87-196-219-109.net.novis.pt","172.31.187.1","TCP","1494","19304  >  4916 [ACK] Seq=171357 Ack=110585 Win=32000 Len=1440","20","Class Selector 2","CS2","","","0.008995000","108.910108000"
"46622","109.328885","host223.190-225-39.telecom.net.ar","172.31.187.1","TCP","60","16856  >  35515 [ACK] Seq=261981 Ack=402251 Win=65535 Len=0","20","Class Selector 2","CS2","","","0.004148000","51.915400000"
"46624","109.329285","c-213-112-80-192.bbcust.telenor.se","172.31.187.1","TCP","1434","19898  >  4954 [PSH, ACK] Seq=456909 Ack=948639 Win=17520 Len=1380","20","Class Selector 2","CS2","","","0.072386000","101.880634000"
"46625","109.333488","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=5143255 Ack=6436 Win=65535 Len=1448 TSval=790407763 TSecr=284484[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.022403000","109.325467000"
"46627","109.336886","201-255-168-194.mrse.com.ar","172.31.187.1","TCP","214","autocuesmi(3103)  >  35515 [PSH, ACK] Seq=178879 Ack=1492 Win=65501 Len=160","20","Class Selector 2","CS2","","","0.067922000","51.369496000"
"46628","109.361687","SMTP.UMENET.NET","172.31.187.1","TCP","1514","10330  >  4917 [PSH, ACK] Seq=162179 Ack=670 Win=64134 Len=1460","20","Class Selector 2","CS2","","","0.048188000","101.913269000"
"46629","109.378087","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=5144703 Ack=6436 Win=65535 Len=1448 TSval=790407765 TSecr=284486[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.044577000","109.370066000"
"46632","109.381487","84.126.98.118.dyn.user.ono.com","172.31.187.1","BitTorrent","1434","Continuation data  ","20","Assured Forwarding 21","AF21","","","0.156369000","101.933049000"
"46633","109.390887","c-213-112-80-192.bbcust.telenor.se","172.31.187.1","TCP","1514","19898  >  4954 [PSH, ACK] Seq=458289 Ack=948639 Win=17520 Len=1460","20","Class Selector 2","CS2","","","0.061602000","101.942236000"
"46635","109.392486","c-213-112-80-192.bbcust.telenor.se","172.31.187.1","TCP","1191","19898  >  4954 [PSH, ACK] Seq=459749 Ack=948639 Win=17520 Len=1137","20","Class Selector 2","CS2","","","0.001581000","101.943835000"
"46636","109.399491","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=5146151 Ack=6436 Win=65535 Len=1448 TSval=790407765 TSecr=284486[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.021404000","109.391470000"
"46638","109.420302","89.38.54.201","172.31.187.1","TCP","1514","[TCP Retransmission] 43030  >  flr-agent(4901) [ACK] Seq=50433 Ack=94099 Win=65535 Len=1460","20","Class Selector 2","CS2","","","0.041949000","101.971905000"
"46639","109.422486","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=5147599 Ack=6436 Win=65535 Len=1448 TSval=790407766 TSecr=284487[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.022972000","109.414465000"
"46640","109.426688","c-213-112-80-192.bbcust.telenor.se","172.31.187.1","TCP","1514","19898  >  4954 [PSH, ACK] Seq=460886 Ack=948639 Win=17520 Len=1460","20","Class Selector 2","CS2","","","0.034202000","101.978037000"
"46642","109.430687","c-213-112-80-192.bbcust.telenor.se","172.31.187.1","TCP","1354","19898  >  4954 [PSH, ACK] Seq=462346 Ack=948639 Win=17520 Len=1300","20","Class Selector 2","CS2","","","0.003973000","101.982036000"
"46643","109.443087","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=5149047 Ack=6436 Win=65535 Len=1448 TSval=790407766 TSecr=284487[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.020601000","109.435066000"
"46645","109.459699","89.38.54.201","172.31.187.1","TCP","66","43030  >  flr-agent(4901) [ACK] Seq=51893 Ack=94099 Win=65535 Len=0 SLE=95559 SRE=98480","32","Class Selector 2","CS2","","","0.039397000","102.011302000"
"46646","109.477687","77-251-106-152.cable.dynamic.v4.ziggo.nl","172.31.187.1","TCP","1514","[TCP Retransmission] 33468  >  eq-office-4942(4942) [ACK] Seq=137240 Ack=164174 Win=64240 Len=1460","20","Class Selector 2","CS2","","","0.514383000","103.435198000"
"46648","109.482689","190-21-6-36.baf.movistar.cl","172.31.187.1","TCP","1494","48462  >  4863 [ACK] Seq=395128 Ack=409 Win=7412 Len=1440","20","Class Selector 2","CS2","","","0.541826000","109.442282000"
"46653","109.517902","host223.190-225-39.telecom.net.ar","172.31.187.1","TCP","60","16856  >  35515 [ACK] Seq=261981 Ack=403651 Win=65535 Len=0","20","Class Selector 2","CS2","","","0.189001000","52.104417000"
"46656","109.535304","c-213-112-80-192.bbcust.telenor.se","172.31.187.1","TCP","1514","19898  >  4954 [PSH, ACK] Seq=463646 Ack=948639 Win=17520 Len=1460","20","Class Selector 2","CS2","","","0.104617000","102.086653000"
"46658","109.539103","c-213-112-80-192.bbcust.telenor.se","172.31.187.1","TCP","1354","19898  >  4954 [PSH, ACK] Seq=465106 Ack=948639 Win=17520 Len=1300","20","Class Selector 2","CS2","","","0.003756000","102.090452000"
"46659","109.540698","190-21-6-36.baf.movistar.cl","172.31.187.1","TCP","1494","48462  >  4863 [ACK] Seq=396568 Ack=409 Win=7412 Len=1440","20","Class Selector 2","CS2","","","0.058009000","109.500291000"
"46661","109.543898","79.103.7.97.dsl.dyn.forthnet.gr","172.31.187.1","TCP","1506","[TCP Retransmission] mediavault-gui(3673)  >  35515 [ACK] Seq=240942 Ack=246417 Win=256964 Len=1452","20","Class Selector 2","CS2","","","0.438402000","88.684595000"
"46663","109.550701","SMTP.UMENET.NET","172.31.187.1","TCP","391","10330  >  4917 [PSH, ACK] Seq=163639 Ack=670 Win=64134 Len=337","20","Class Selector 2","CS2","","","0.062974000","102.102283000"
"46664","109.562899","c-213-112-80-192.bbcust.telenor.se","172.31.187.1","TCP","1514","19898  >  4954 [PSH, ACK] Seq=466406 Ack=948639 Win=17520 Len=1460","20","Class Selector 2","CS2","","","0.023796000","102.114248000"
"46666","109.565702","c-213-112-80-192.bbcust.telenor.se","172.31.187.1","TCP","1354","19898  >  4954 [PSH, ACK] Seq=467866 Ack=948639 Win=17520 Len=1300","20","Class Selector 2","CS2","","","0.002770000","102.117051000"
"46667","109.569505","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=5150495 Ack=6436 Win=65535 Len=1448 TSval=790407767 TSecr=284488[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.126401000","109.561484000"
